source,subject,text,label,clean_text
easy_ham,Re: dumb question: X client behind a firewall?,"Re: dumb question: X client behind a firewall? Wow, three replies already, all recommending ssh. Thanks! - Joe Back in my day, they didn't have ssh. Then again, back in my day, they didn't have firewalls. And I still miss X10's active icons.",0,dumb question x client behind firewall wow three replies already recommending ssh thanks joe back day ssh back day firewalls still miss x numbertoken active icons
spam_2,Profitable Business Relationship,"Profitable Business Relationship MR MABO LOKO BRANCH OFFICER, UNITED BANK FOR AFRICA PLC ILUPEJU LAGOS NIGERIA ATT:PRESIDENT/C.E.O SIR AN URGENT BUSINESS PROPOSAL I am pleased to get across to you for a very urgent and profitable business proposal,Though I don't know you neither have I seen you before but my confidence was reposed On you when the Chief Executive of Lagos State chamber of Commerce and Industry handed me your contact for a confidential business. I am AN OFFICER with the United Bank for Africa Plc (UBA),Ilupeju branch, Lagos Nigeria. The intended business is thus; We had a customer, a Foreigner (a Turkish)resident in Nigeria, he was a Contractor with one of the Government Parastatals. He has in his Account in my branch the sum of US$35 Million(Thirty five Million U.S. Dollars). Unfortunately, the man died four years ago until today non-of his next of kin has come Forward to claim the money. Having noticed this, I in collaboration with two other top Officials of the bank we have covered up the account all this while. Now we want you (being a foreigner) to be fronted as one of his next of kin and forward Your account and other relevant documents to be advised to you by us to attest to the Claim. We will use our positions to get all internal documentations to back up the claims .The whole procedures will last only ten working days to get the fund retrieved successfully Without trace even in future. Your response is only what we are waiting for as we have arranged all necessary things As soon as this message comes to you kindly get back to me indicating your interest ,Then I will furnish you with the whole procedures to ensure that the deal is successfully Concluded For your assistance we have agreed to give you thirty percent (30%) of the Total sum at the end of the transaction. It is risk free and a mega fortune. All correspondence Towards this transaction will be through the e-mail addresses. I await your earliest response. Thanks, Yours Sincerel MR MABO LOKO --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. URL _______________________________________________ Spamassassin-Sightings mailing list EMAIL URL",1,profitable business relationship mr mabo loko branch officer united bank africa plc ilupeju lagos nigeria att president c e sir urgent business proposal pleased get across urgent profitable business proposal though know neither seen confidence reposed chief executive lagos state chamber commerce industry handed contact confidential business officer united bank africa plc uba ilupeju branch lagos nigeria intended business thus customer foreigner turkish resident nigeria contractor one government parastatals account branch sum us numbertoken million thirty five million u dollars unfortunately man died four years ago today non next kin come forward claim money noticed collaboration two top officials bank covered account want foreigner fronted one next kin forward account relevant documents advised us attest claim use positions get internal documentations back claims whole procedures last ten working days get fund retrieved successfully without trace even future response waiting arranged necessary things soon message comes kindly get back indicating interest furnish whole procedures ensure deal successfully concluded assistance agreed give thirty percent numbertoken total sum end transaction risk free mega fortune correspondence towards transaction e mail addresses await earliest response thanks sincerel mr mabo loko deathtospamdeathtospamdeathtospam sf net email sponsored thinkgeek welcome geek heaven url spamassassin sightings mailing list email url
spam_2,ALL FOR FREE!    CHECK OUT THESE 100% FREE ADULT SITES!!!,"ALL FOR FREE! CHECK OUT THESE 100% FREE ADULT SITES!!! 100% Free Porn! What more can you ask for? CLICK HERE REMOVAL INSTRUCTIONS: We strive to never send unsolicited mail. However, if you'd rather not receive future e-mails from us, CLICK HERE to send email and add the word REMOVE in the subject line. Please allow 48 hours for processing. [J7BJK9^"":}H&*TG0BK5NKIYs5]",1,free check numbertoken free adult sites numbertoken free porn ask click removal instructions strive never send unsolicited mail however rather receive future e mails us click send email add word remove subject line please allow numbertoken hours processing j numbertoken bjk numbertoken h tg numbertoken bk numbertoken nkiys numbertoken
easy_ham,Re: asynchronous I/O (was Re: Gasp!),"Re: asynchronous I/O (was Re: Gasp!) On Tue, 3 Sep 2002, Kragen Sitaker wrote: > Of course we've had select() since BSD 4.2 and poll() since System V > or so, and they work reasonably well for asynchronous I/O up to a > hundred or so channels, but suck after that; /dev/poll (available in > Solaris and Linux) is one approach to solving this; Linux has a way to > do essentially the same thing with real-time signals, and has for > years; and FreeBSD has kqueue. > > More details about these are at > URL > > None of this helps with disk I/O; most programs that need to overlap > disk I/O with computation, on either proprietary Unixes or Linux, just > use multiple threads or processes to handle the disk I/O. > > POSIX specifies a mechanism for nonblocking disk I/O that most > proprietary Unixes implement. The Linux kernel hackers are currently > rewriting Linux's entire I/O subsystem essentially from scratch to > work asynchronously, because they can easily build efficient > synchronous I/O primitives from asynchronous ones, but not the other > way around. So now Linux will support this mechanism too. > > It probably doesn't need saying for anyone who's read Beberg saying > things like ""Memory management is a non-issue for anyone that has any > idea at all how the hardware functions,"" but he's totally off-base. > People should know by now not to take anything he says seriously, but > apparently some don't, so I'll rebut. > > Not surprisingly, the rebuttal requires many more words than the > original stupid errors. > > In detail, he wrote: > > Could it be? After 20 years without this feature UNIX finally > > catches up to Windows and has I/O that doesnt [sic] totally suck for > > nontrivial apps? No way! > > Unix acquired nonblocking I/O in the form of select() about 23 years > ago, and Solaris has had the particular aio_* calls we are discussing > for many years. Very few applications need the aio_* calls --- > essentially only high-performance RDBMS servers even benefit from them > at all, and most of those have been faking it fine for a while with > multiple threads or processes. This just provides a modicum of extra > performance. > > > OK, so they do it with signals or a flag, which is completely > > ghetto, but at least they are trying. Keep trying guys, you got the > > idea, but not the clue. > > Readers can judge who lacks the clue here. > > > The Windows I/O model does definately [sic] blow the doors off the > > UNIX one, but then they had select to point at in it's [sic] > > suckiness and anything would have been an improvement. UNIX is just > > now looking at it's [sic] I/O model and adapting to a multiprocess > > multithreaded world so it's gonna be years yet before a posix API > > comes out of it. > > Although I don't have a copy of the spec handy, I think the aio_* APIs > come from the POSIX spec IEEE Std 1003.1-1990, section 6.7.9, which is > 13 years old, and which I think documented then-current practice. > They might be even older than that. > > Unix has been multiprocess since 1969, and most Unix implementations > have supported multithreading for a decade or more. > > > Bottom line is the ""do stuff when something happens"" model turned > > out to be right, and the UNIX ""look for something to do and keep > > looking till you find it no matter how many times you have to look"" > > is not really working so great anymore. > > Linux's aio_* routines can notify the process of their completion with > a ""signal"", a feature missing in Microsoft Windows; a ""signal"" causes > the immediate execution of a ""signal handler"" in a process. By > contrast, the Microsoft Windows mechanisms to do similar things (such > as completion ports) do not deliver a notification until the process > polls them. > > I don't think signals are a better way to do things in this case > (although I haven't written any RDBMSes myself), but you got the > technical descriptions of the two operating systems exactly backwards. > Most programs that use Linux real-time signals for asynchronous > network I/O, in fact, block the signal in question and poll the signal > queue in a very Windowsish way, using sigtimedwait() or sigwaitinfo(). > > -- > Kragen Sitaker > Edsger Wybe Dijkstra died in August of 2002. This is a terrible loss after > which the world will never be the same. > URL > - Adam L. ""Duncan"" Beberg URL EMAIL",0,asynchronous gasp tue numbertoken sep numbertoken kragen sitaker wrote course select since bsd numbertoken numbertoken poll since system v work reasonably well asynchronous hundred channels suck dev poll available solaris linux one approach solving linux way essentially thing real time signals years freebsd kqueue details url none helps disk programs need overlap disk computation either proprietary unixes linux use multiple threads processes handle disk posix specifies mechanism nonblocking disk proprietary unixes implement linux kernel hackers currently rewriting linux entire subsystem essentially scratch work asynchronously easily build efficient synchronous primitives asynchronous ones way around linux support mechanism probably need saying anyone read beberg saying things like memory management non issue anyone idea hardware functions totally base people know take anything says seriously apparently rebut surprisingly rebuttal requires many words original stupid errors detail wrote could numbertoken years without feature unix finally catches windows doesnt sic totally suck nontrivial apps way unix acquired nonblocking form select numbertoken years ago solaris particular aio calls discussing many years applications need aio calls essentially high performance rdbms servers even benefit faking fine multiple threads processes provides modicum extra performance ok signals flag completely ghetto least trying keep trying guys got idea clue readers judge lacks clue windows model definately sic blow doors unix one select point sic suckiness anything would improvement unix looking sic model adapting multiprocess multithreaded world gonna years yet posix api comes although copy spec handy think aio apis come posix spec ieee std numbertoken numbertoken numbertoken section numbertoken numbertoken numbertoken numbertoken years old think documented current practice might even older unix multiprocess since numbertoken unix implementations supported multithreading decade bottom line stuff something happens model turned right unix look something keep looking till find matter many times look really working great anymore linux aio routines notify process completion signal feature missing microsoft windows signal causes immediate execution signal handler process contrast microsoft windows mechanisms similar things completion ports deliver notification process polls think signals better way things case although written rdbmses got technical descriptions two operating systems exactly backwards programs use linux real time signals asynchronous network fact block signal question poll signal queue windowsish way using sigtimedwait sigwaitinfo kragen sitaker edsger wybe dijkstra died august numbertoken terrible loss world never url adam l duncan beberg url email
easy_ham_2,RE: The Curse of India's Socialism,"RE: The Curse of India's Socialism > From: EMAIL EMAIL On Behalf Of Justin > Mason > > So IMO it's the corruption that's the problem; and corruption != > regulation, and corruption != socialism. Also, over-population is really > a symptom of that. Socialism increases regulation which increases corruption. But that doesn't matter as much as if the official law does not conform to the facts on the ground. If you don't match the law to the facts on the ground, you wind up with a two-tier society (De Soto's Bell Jar). Worse, the massive evasion of the official law encourages the corruption you speak of. In some countries, the agencies in charge of registering property also arrange for illegal living arrangements for their employees. They do this because even the people who run the system can't make it work for people they care about. URL",0,curse india socialism email email behalf justin mason imo corruption problem corruption regulation corruption socialism also population really symptom socialism increases regulation increases corruption matter much official law conform facts ground match law facts ground wind two tier society de soto bell jar worse massive evasion official law encourages corruption speak countries agencies charge registering property also arrange illegal living arrangements employees even people run system make work people care url
easy_ham_2,Re: [Razor-users] Stripping the SpamAssassin report,"Re: [Razor-users] Stripping the SpamAssassin report On Tue, 13 Aug 2002, David Raistrick wrote: > On Tue, 13 Aug 2002, Patrick wrote: > > > On Tue, 13 Aug 2002, Justin Shore wrote: > > > > > I'm assuming I need to strip the SpamAssassinReport.txt attachments > > > from my spam mailbox before I run the mailbox through razor-report, > > > correct? Does anyone know of an easy way to do this? > > > > man spamassassin > > > To actually answer Justin's question, (one can assume that he has > rewrite_subject and report_header turned on because he wants them..and > that he would like to be able to strip the added bits off before he sends > them to razor) something as simple as the following would probably work > just fine. Just pipe your message through this, then on into > razor-report: > > grep -v ""SPAM:"" | sed 's/Subject: \*\*\*\*\*SPAM\*\*\*\*\* /Subject: /' Why not just use spamassassin -r? -r, --report Report this message as verified spam. This will sub- mit the mail message read from STDIN to various spam- blocker databases, such as Vipul's Razor ( URL ) and the Distributed Checksum Clearinghouse ( URL spam/dcc/ ). If the message contains SpamAssassin markup, this will be stripped out automatically before submission. /\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ Patrick Greenwell Asking the wrong questions is the leading cause of wrong answers \/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/ ------------------------------------------------------- This sf.net email is sponsored by: Dice - The leading online job board for high-tech professionals. Search and apply for tech jobs today! URL _______________________________________________ Razor-users mailing list EMAIL URL",0,razor users stripping spamassassin report tue numbertoken aug numbertoken david raistrick wrote tue numbertoken aug numbertoken patrick wrote tue numbertoken aug numbertoken justin shore wrote assuming need strip spamassassinreport txt attachments spam mailbox run mailbox razor report correct anyone know easy way man spamassassin actually answer justin question one assume rewrite subject report header turned wants would like able strip added bits sends razor something simple following would probably work fine pipe message razor report grep v spam sed subject spam subject use spamassassin r r report report message verified spam sub mit mail message read stdin various spam blocker databases vipul razor url distributed checksum clearinghouse url spam dcc message contains spamassassin markup stripped automatically submission patrick greenwell asking wrong questions leading cause wrong answers sf net email sponsored dice leading online job board high tech professionals search apply tech jobs today url razor users mailing list email url
easy_ham_2,Re: [ILUG] Alan Cox doesn't like 2.5 so far!,"Re: [ILUG] Alan Cox doesn't like 2.5 so far! On Sun, Aug 11, 2002 at 11:17:47AM +0100, wintermute mentioned: > > The impression I get from reading lkml the odd time is > > that IDE has gone downhill since Andre Hedrick was > > effectively removed as maintainer. Martin Dalecki seems > > to have been unable to further development without > > much breakage. > > Hmm... begs the question, why remove Handrick? > If it ain't broke, don't fix it. See, the IDE subsystem is like the One Ring. It's kludginess, due to having to support hundreds of dodgy chipsets & drives means that it is inherintly evil. A few months of looking at the code can turn you sour. Years of looking at it will turn you into an arsehole. They haven't found a hobbit that can code, so mortal humans have to suffice. Kate -- Irish Linux Users' Group: EMAIL URL for (un)subscription information. List maintainer: EMAIL",0,ilug alan cox like numbertoken numbertoken far sun aug numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken wintermute mentioned impression get reading lkml odd time ide gone downhill since andre hedrick effectively removed maintainer martin dalecki seems unable development without much breakage hmm begs question remove handrick broke fix see ide subsystem like one ring kludginess due support hundreds dodgy chipsets drives means inherintly evil months looking code turn sour years looking turn arsehole found hobbit code mortal humans suffice kate irish linux users group email url un subscription information list maintainer email
easy_ham_2,Re: [ILUG] TMDA (WAS --> slashdot EW Dijkstra humor],"Re: [ILUG] TMDA (WAS --> slashdot EW Dijkstra humor] Shan Ryan suggested: > IMHO stopping spammers is a great idea but I'd rather > have to hit d or delete rather than have my messages > bounced by someone else's ISP. You could also change your e-mail to a more responsible provider. If Eircom are not up to scratch, then use somebody else and make sure you let Eircom know why you think they are so useless. You can still keep your old e-mail address if you have to. To suggest that ISP's should not protect themselves against incompotent configurations would effectively be a vote in support of SPAM. - Matthew __________________________________________________ Do You Yahoo!? Everything you'll ever need on one web page from News and Sport to Email and Music Charts URL -- Irish Linux Users' Group: EMAIL URL for (un)subscription information. List maintainer: EMAIL",0,ilug tmda slashdot ew dijkstra humor ryan suggested imho stopping spammers great idea rather hit delete rather messages bounced someone else isp could also change e mail responsible provider eircom scratch use somebody else make sure let eircom know think useless still keep old e mail address suggest isp protect incompotent configurations would effectively vote support spam matthew yahoo everything ever need one web page news sport email music charts url irish linux users group email url un subscription information list maintainer email
easy_ham_2,Re: [IIU] OCTR unlicensed band changes ...,"Re: [IIU] OCTR unlicensed band changes ... Does that mean that you could reach further, but you couldn't take up as much bandwidth then? a. At 04:27 PM 7/26/2002 +0100, Bernie Goldbach wrote: >Hi, > >I believe the higher allowance nationally comes with a prescribed specific >frequency constraint, so if you want 2 watts, you will have to confine >yourself to a tighter limit of the open spectrum. That could affect >deployments that channel-hop when they encounter degradations in signal >strength. > >regards >Bernie Goldbach >::talking to signs:: > > >_______________________________________________ >IIU mailing list EMAIL > URL -- Antoin O Lachtnain ** EMAIL ** URL ** +353-87-240-6691 _______________________________________________ IIU mailing list EMAIL URL",0,iiu octr unlicensed band changes mean could reach take much bandwidth numbertoken numbertoken pm numbertoken numbertoken numbertoken numbertoken bernie goldbach wrote hi believe higher allowance nationally comes prescribed specific frequency constraint want numbertoken watts confine tighter limit open spectrum could affect deployments channel hop encounter degradations signal strength regards bernie goldbach talking signs iiu mailing list email url antoin lachtnain email url numbertoken numbertoken numbertoken numbertoken iiu mailing list email url
easy_ham,Re: Apt problems,"Re: Apt problems On Wed, Feb 06, 2002 at 04:30:18PM +0200, Harri Haataja wrote: > I have a few such things (with jdk, imlib, kernel DRI version.. > something) and Ive just made dummy packages (with verbose warning > attached ;) that explicitly provide those capabilities. (or claim to, > that is). Hm. One could do this with rpm's --justdb switch too, without having to make a dummy package, right? I was wondering that this is a bit dangerous if there is a update for my software, as the dummy package might get updated with it overwriting the installation I've done from source... Not good. Is there really no ""--nodeps"" kind of switch in apt-get? -- Peter _______________________________________________ RPM-List mailing list URL",0,apt problems wed feb numbertoken numbertoken numbertoken numbertoken numbertoken pm numbertoken harri haataja wrote things jdk imlib kernel dri version something ive made dummy packages verbose warning attached explicitly provide capabilities claim hm one could rpm justdb switch without make dummy package right wondering bit dangerous update software dummy package might get updated overwriting installation done source good really nodeps kind switch apt get peter rpm list mailing list url
easy_ham,Re: bad focus/click behaviours,"Re: bad focus/click behaviours On Fri Sep 13 2002 at 07:46, ""Kevin Oberman"" wrote: > > > What is an example of an ""anything else"" that it fails for for you? > > > > Everything else :) I can't even mark text in an exmh message window > > and then paste it into a terminal window, the cut buffer seems to be > > completely empty (and its previous contents are no longer there > > either). > (This is all guess work and may be bogus.) > > Are you running Gnome 1.4? I had similar problems as did several > co-workers. Updating my Gnome components has fixed it for me and > others, although I can't say exactly which component did the > trick. Gnomecore or gtk would seem most likely, but it may have been > something else. Indeed I am (this workstation is rh7.2 with gnome1.4, it [mostly?] works, so I hadn't bothered to updated it to 7.3:) > In any case, I have not seen the problem for quite a while, now. So upgrading gnome will fix the problem, it's not an exmh/tktcl issue. > R. Kevin Oberman, Network Engineer Thanks. Cheers Tony _______________________________________________ Exmh-users mailing list EMAIL URL",0,bad focus click behaviours fri sep numbertoken numbertoken numbertoken numbertoken kevin oberman wrote example anything else fails everything else even mark text exmh message window paste terminal window cut buffer seems completely empty previous contents longer either guess work may bogus running gnome numbertoken numbertoken similar problems several co workers updating gnome components fixed others although say exactly component trick gnomecore gtk would seem likely may something else indeed workstation rh numbertoken numbertoken gnome numbertoken numbertoken mostly works bothered updated numbertoken numbertoken case seen problem quite upgrading gnome fix problem exmh tktcl issue r kevin oberman network engineer thanks cheers tony exmh users mailing list email url
spam_2,最新台灣省工商名錄-1-167-,最新台灣省工商名錄-1-167- �̷s�x�W�٤u�ӦW�� �̷s�x�W�٤u�ӦW���Ц��\���������P�Ӫ����� ���𤣨ΧA�Q�u���P�I��}�{���� ? EMAIL ? EMAIL ��~�ϥΡA�ƶq�����w�ʱq�t�C �� ���٤u�Ӹ�Ʈw�������U�� �� ���ѦU�خ榡�C�L�]�l�H��ñ�B�H�ʡE�E�^ �� EMAIL �ꥻ�B�B�a�}�B�]�ߤ���B��~�O�^ �� ���Ѵ��z����X�d�ߥ\��A��K�j�M �� ��Ʈw�i�d�ߡB�ק�B�R���B�C�L �� �t�K�O���ؤQ�X�M�ӥγn��μv���оǳn�� �H��H�G ���~�W�١G �u�ӥؿ�CD �H��a�}�G ���v�q�ܡG �I�ڤ覡�G �f��I�O �q�� ���q�q�ܡG ��ʹq�ܡG �u�ݻ�500���t�B�O --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. URL _______________________________________________ Spamassassin-Sightings mailing list EMAIL URL,1,numbertoken numbertoken x w numbertoken u w x w numbertoken u w p q u p email email q w q c numbertoken u w u u c l l h b h e e email b b b b z x k j w b b r b c l k q x n v n h h g w numbertoken g u cd h g v q g g f q q q g q g u numbertoken b deathtospamdeathtospamdeathtospam sf net email sponsored thinkgeek welcome geek heaven url spamassassin sightings mailing list email url
easy_ham,Shader Integration: Merging Shading Technologies on the Nintendo    Gamecube,"Shader Integration: Merging Shading Technologies on the Nintendo Gamecube URL: URL Date: 2002-10-06T18:12:59+01:00 Rendering polygons is not as easy as it used to be, the reason being the vast amount of different rendering techniques, methods and algorithms available. Not only is choosing the right ones a problem, even worse, all that are selected need to work together. There are some algorithms which simply do not work together, and in that case, only one may be used whilt the other one needs to be replaced witha more compatible method. This feature explores how Factor 5 approached the problem when developing Rogue Leader for Gamecube.",0,shader integration merging shading technologies nintendo gamecube url url date numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken rendering polygons easy used reason vast amount different rendering techniques methods algorithms available choosing right ones problem even worse selected need work together algorithms simply work together case one may used whilt one needs replaced witha compatible method feature explores factor numbertoken approached problem developing rogue leader gamecube
spam_2,Busy? Home Study Makes Sense!,"Busy? Home Study Makes Sense! Want To Be Your Own Boss? Train Now With Self-Paced Home Study Thousands of people -- people just like you -- are able to work from home thanks to the convenience of distance learning courses from PCDI. BONUS! $200 tuition discount when you enroll! PCDI offers over 40 popular career training programs, including: • Medical Transcription • Medical Billing • Electrician • Interior Decorating • Child Day Care • Private Investigation • And more! High School Diploma. Start where you left off in 9th - 12th grade. Associate's Degree Programs. Take your education further: earn your nationally accredited degree in • Paralegal Studies • Criminal Justice • Early Childhood Education • Accounting • Health Care Management • Small Business Management • Human Resource Management • And more! CLICK HERE NOW! Order your FREE Career Information Kit. Enjoy a $200 tuition savings when you enroll in any one of our nationally accredited courses! FREE home study career information kit PCDI's nationally accredited home study programs will fit into the busiest lifestyle -- without disrupting your work, family life, or leisure activities. • Comprehensive study materials are mailed to your home • Enjoy self-paced lessons and open-book exams • Affordable, interest-free monthly tuition • No commuting, no parking fees, no pressure! • Receive your diploma at graduation Send for your FREE Career Information Kit now -- CLICK HERE NOW! Find out how you can study at home, work at home, and succeed! You have received this email because you have subscribed through one of our marketing partners. If you would like to learn more about Frugaljoe.com then please visit our website URL If this message was sent to you in error, or if you would like to unsubscribe please click here or cut and paste the following link into a web browser: URL Third-party advertisements, from lines, and subject lines contained in this email are the sole responsibility of the advertiser.",1,busy home study makes sense want boss train self paced home study thousands people people like able work home thanks convenience distance learning courses pcdi bonus numbertoken tuition discount enroll pcdi offers numbertoken popular career training programs including medical transcription medical billing electrician interior decorating child day care private investigation high school diploma start left numbertoken th numbertoken th grade associate degree programs take education earn nationally accredited degree paralegal studies criminal justice early childhood education accounting health care management small business management human resource management click order free career information kit enjoy numbertoken tuition savings enroll one nationally accredited courses free home study career information kit pcdi nationally accredited home study programs fit busiest lifestyle without disrupting work family life leisure activities comprehensive study materials mailed home enjoy self paced lessons open book exams affordable interest free monthly tuition commuting parking fees pressure receive diploma graduation send free career information kit click find study home work home succeed received email subscribed one marketing partners would like learn frugaljoe com please visit website url message sent error would like unsubscribe please click cut paste following link web browser url third party advertisements lines subject lines contained email sole responsibility advertiser
easy_ham_2,xine problems,"xine problems Hi, I'm no longer able to play encrypted dvd's using the xine rpm from freshrpms. I think it was about a week ago when I last rented some dvd's, worked just fine, but apparently since the latest xine update on freshrpms, it won't anymore. The output is : input_dvd: Sorry, this plugin doesn't play encrypted DVDs. The legal status of CSS decryption is unclear and we can't provide such code. Please check URL for more information. I'm pretty sure it worked with the previous freshrpms release... Any way of rolling back updates ? Nick Verhaegen _______________________________________________ RPM-List mailing list URL",0,xine problems hi longer able play encrypted dvd using xine rpm freshrpms think week ago last rented dvd worked fine apparently since latest xine update freshrpms anymore output input dvd sorry plugin play encrypted dvds legal status css decryption unclear provide code please check url information pretty sure worked previous freshrpms release way rolling back updates nick verhaegen rpm list mailing list url
easy_ham_2,Re: [Webdev] site monitroring service?,"Re: [Webdev] site monitroring service? On Mon, 19 Aug 2002 12:01:02 BST, Adrian Murphy said: > >I wonder could anyone reccommend a good >website monitoring service-with sms alerts. >thx and sorry to be OT. It sounds more like you're looking for a commercial service, in which case ""ain't got a bog"", but on the offchance that you're looking for software, try nagios. ( URL It'll do that and a lot more. -- Niall _______________________________________________ Webdev mailing list EMAIL URL",0,webdev site monitroring service mon numbertoken aug numbertoken numbertoken numbertoken numbertoken bst adrian murphy said wonder could anyone reccommend good website monitoring service sms alerts thx sorry ot sounds like looking commercial service case got bog offchance looking software try nagios url lot niall webdev mailing list email url
easy_ham,[ILUG-Social] spam...,"[ILUG-Social] spam... ok, if an email address is not in my whitelist, they are asked to confirm. in that message there is the following text: If your message was an unsolicited message attempting to sell Kevin some product or advertise one scam or another, then DO NOT reply to this message. If you do reply and he has some free time on his hands, He'll find out who and where you are and send you his review of your email and an invoice for EUR 1,000 for his services. Plus he'll probably try to patch me in some unpleasant way so *please* don't reply if you're one of those people. in addition, all of this information is logged. in the past two to three months, two spammers have replied. i think that this is a valid notice. what i'm wondering is the following: a) are there debt collection agencies you can hire to get such debts? b) if i can't get money from them, can i declare them on my taxes here as a bad debt and get tax relief? one way to get the gov't to notice spam... kevin -- EMAIL dante hicks: but you hate people. fork()'ed on 37058400 randal graves: yes, but i love gatherings. meatspace place: home isn't it ironic? URL --clerks -- Irish Linux Users' Group Social Events: EMAIL URL for (un)subscription information. List maintainer: EMAIL",0,ilug social spam ok email address whitelist asked confirm message following text message unsolicited message attempting sell kevin product advertise one scam another reply message reply free time hands find send review email invoice eur numbertoken numbertoken services plus probably try patch unpleasant way please reply one people addition information logged past two three months two spammers replied think valid notice wondering following debt collection agencies hire get debts b get money declare taxes bad debt get tax relief one way get gov notice spam kevin email dante hicks hate people fork ed numbertoken randal graves yes love gatherings meatspace place home ironic url clerks irish linux users group social events email url un subscription information list maintainer email
spam_2,Hello closr ! PERSONAL PRIVACY IS JUST A CLICK AWAY,"Hello closr ! PERSONAL PRIVACY IS JUST A CLICK AWAY Dear closr , YOUR INTERNET USAGE IS BEING TRACKED You have no privacy protection. Will your BOSS, WIFE or KIDS find out? DOWNLOAD EZ INTERNET PRIVACY SOFTWARE +++++++++++++++++++++++++++++++++++++++++++ You're in Serious Trouble - It's a Proven Fact! Deleting ""Internet Cache and History"" will NOT protect you because any of the Web Pages, Pictures, Movies, Videos, Sounds, E-mail, Chat Logs and Everything Else you see or do could easily be recovered to Haunt you forever! How would you feel if a snoop made this information public to your Spouse, Mother & Father, Neighbors, Children, Boss or the Media? It could easily Ruin Your Life! Solve all your problems and enjoy all the benefits of an ""As New PC"", EZ INTERNET PRIVACY SOFTWARE can Speed-Up your PC/Internet Browser, reclaim Hard Disk space and Professionally Clean your PC in one easy mouse click! Did you know for example that every click you make on Windows 98 Start Menu is logged and stored permanently on a hidden encrypted database within your own computer? Deleting ""internet cache and history"", will not protect you... your PC is keeping frightening records of both your online and off-line activity. Any of the Web Pages, Pictures, Movies, Videos, Sounds, E-mail and Everything Else you or anyone else have ever viewed could easily be recovered - even many years later! How would you feel if somebody snooped this information out of your computer and made it public? Do your children or their friends use your computers? What have they downloaded and tried to delete? Act now! And stop these files coming ""back from the dead"" to haunt you! CLICK HERE to be removed Click Here [FRYTE^3247(^(PO1:KJ)_8]",1,hello closr personal privacy click away dear closr internet usage tracked privacy protection boss wife kids find download ez internet privacy software serious trouble proven fact deleting internet cache history protect web pages pictures movies videos sounds e mail chat logs everything else see could easily recovered haunt forever would feel snoop made information public spouse mother father neighbors children boss media could easily ruin life solve problems enjoy benefits new pc ez internet privacy software speed pc internet browser reclaim hard disk space professionally clean pc one easy mouse click know example every click make windows numbertoken start menu logged stored permanently hidden encrypted database within computer deleting internet cache history protect pc keeping frightening records online line activity web pages pictures movies videos sounds e mail everything else anyone else ever viewed could easily recovered even many years later would feel somebody snooped information computer made public children friends use computers downloaded tried delete act stop files coming back dead haunt click removed click fryte numbertoken po numbertoken kj numbertoken
